Hour,Region,AI_IT_Load_MW,NonAI_IT_Load_MW,IT_Load_MW,Total_Load_MW,GridPurchase_MW,GridSell_MW,GridLoad_MW,GridCharge_MW,RenewableDirect_MW,RenewableCharge_MW,RenewableSell_MW,Curtailment_MW,ChargePower_MW,DischargePower_MW,SOC_MWh
1794,RegionD,82.4906666667,160.269333,242.75999966669997,310.732799573376,0.0,180.0,0.0,0.0,310.732799573376,159.26720042662402,180.0,0.0,159.26720042662402,0.0,476.59569708978927
1795,RegionD,87.57,168.83,256.4,328.19199999999995,0.0,180.0,0.0,0.0,328.19199999999995,-0.0,180.0,79.67800000000005,0.0,0.0,476.59569708978927
1796,RegionD,120.0646666667,132.115333,252.17999966669998,322.79039957337596,0.0,180.0,0.0,0.0,322.79039957337596,-2.5286705440050697e-14,180.0,37.39960042662412,-2.5286705440050697e-14,0.0,476.59569708978927
1797,RegionD,120.8786666667,173.821333,294.6999996667,377.21599957337605,0.0,180.0,0.0,0.0,330.22,0.0,180.0,0.0,0.0,46.995999573376025,426.0623642151914
1798,RegionD,136.968,158.932,295.9,378.75199999999995,0.0,180.0,0.0,0.0,320.0,0.0,180.0,0.0,0.0,58.75199999999995,362.88817066680434
1799,RegionD,114.4406666667,191.279333,305.7199996667,391.32159957337603,0.0,180.0,0.0,0.0,330.22,0.0,180.0,0.0,0.0,61.101599573376006,297.1875259642495
1800,RegionD,108.747,205.453,314.2,402.176,0.0,180.0,0.0,0.0,360.19000000000005,0.0,180.0,0.0,0.0,41.98599999999993,252.0412894051098
1801,RegionD,108.2106666667,263.449333,371.65999966670006,475.72479957337606,0.0,180.0,0.0,0.0,407.87,0.0,180.0,0.0,0.0,67.85479957337606,179.07913932621082
1802,RegionD,94.8266666667,303.233333,398.05999966670004,509.51679957337603,0.0,180.0,0.0,0.0,470.0,0.0,180.0,0.0,0.0,39.51679957337603,136.58795698924735
1803,RegionD,81.356,376.204,457.56,585.6768000000001,0.0,180.0,0.0,0.0,542.35,0.0,180.0,0.0,0.0,43.32680000000005,90.0
1804,RegionD,44.041,419.559,463.6,593.408,0.0,180.0,0.0,0.0,593.408,-0.0,180.0,26.591999999999985,0.0,0.0,90.0
1805,RegionD,21.78,459.02,480.79999999999995,615.424,0.0,180.0,0.0,0.0,615.424,0.0,180.0,82.226,0.0,0.0,90.0
1806,RegionD,37.2416666667,434.478333,471.7199996667,603.801599573376,0.0,180.0,0.0,0.0,603.801599573376,0.0,180.0,166.19840042662395,0.0,0.0,90.0
1807,RegionD,90.688,372.512,463.2,592.896,0.0,180.0,0.0,0.0,592.896,0.0,180.0,239.23400000000004,0.0,0.0,90.0
1808,RegionD,70.1983333333,368.531667,438.73000033330004,561.574400426624,0.0,180.0,0.0,0.0,561.574400426624,0.0,180.0,318.2355995733759,0.0,0.0,90.0
1809,RegionD,73.328,376.222,449.54999999999995,575.424,0.0,180.0,0.0,0.0,575.424,0.0,180.0,334.356,0.0,0.0,90.0
1810,RegionD,59.31,348.48,407.79,521.9712000000001,0.0,180.0,0.0,0.0,521.9712000000001,0.0,180.0,398.02879999999993,0.0,0.0,90.0
1811,RegionD,111.1146666667,276.575333,387.68999966670003,496.24319957337605,0.0,180.0,0.0,0.0,496.24319957337605,0.0,180.0,413.5368004266239,0.0,0.0,90.0
1812,RegionD,129.128,248.342,377.47,483.1616,0.0,180.0,0.0,0.0,483.1616,0.0,180.0,396.6483999999999,0.0,0.0,90.0
1813,RegionD,189.684,145.53,335.214,429.07392,0.0,180.0,0.0,0.0,429.07392,0.0,180.0,403.05608,0.0,0.0,90.0
1814,RegionD,187.2053333333,135.833667,323.0390003333,413.489920426624,0.0,180.0,0.0,0.0,413.489920426624,0.0,180.0,356.510079573376,0.0,0.0,90.0
1815,RegionD,137.758,151.59,289.348,370.36544000000004,0.0,180.0,0.0,0.0,370.36544000000004,0.0,180.0,327.28455999999994,0.0,0.0,90.0
1816,RegionD,149.0253333333,108.384667,257.4100003333,329.484800426624,0.0,180.0,0.0,0.0,329.484800426624,0.0,180.0,290.515199573376,0.0,0.0,90.0
1817,RegionD,141.4916666667,108.088333,249.57999966670002,319.46239957337605,0.0,180.0,0.0,0.0,319.46239957337605,-0.0,180.0,222.88760042662398,0.0,0.0,90.0
1818,RegionD,130.12,106.91,237.03,303.3984,0.0,180.0,0.0,0.0,303.3984,147.89125399236806,180.0,18.710346007631955,147.89125399236806,0.0,229.01777875282596
1819,RegionD,132.9173333333,83.252667,216.1700003333,276.69760042662404,0.0,180.0,0.0,0.0,276.69760042662404,131.17239957337597,180.0,0.0,131.17239957337597,0.0,352.3198343517994
1820,RegionD,160.5756666667,37.524333,198.0999996667,253.567999573376,0.0,180.0,0.0,0.0,253.567999573376,106.62200042662403,180.0,0.0,106.62200042662403,0.0,452.54451475282593
1821,RegionD,192.443,43.927,236.37,302.5536,0.0,180.0,0.0,0.0,302.5536,-3.2303152219334866e-14,180.0,27.666400000000042,-3.2303152219334866e-14,0.0,452.5445147528259
1822,RegionD,169.8506666667,108.489333,278.3399996667,356.275199573376,0.0,180.0,0.0,0.0,320.0,0.0,180.0,0.0,0.0,36.27519957337603,413.53892381371185
1823,RegionD,171.74,148.97,320.71000000000004,410.50880000000006,0.0,180.0,0.0,0.0,330.22,0.0,180.0,0.0,0.0,80.28880000000004,327.2068808029591
1824,RegionD,127.3206666667,208.289333,335.6099996667,429.580799573376,0.0,180.0,0.0,0.0,360.19000000000005,0.0,180.0,0.0,0.0,69.39079957337594,252.59311782083444
1825,RegionD,82.2326666667,335.717333,417.9499996667,534.975999573376,0.0,180.0,0.0,0.0,407.87,0.0,180.0,0.0,0.0,127.10599957337604,115.91999999999997
1826,RegionD,70.952,315.068,386.02,494.1056,0.0,180.0,0.0,0.0,470.0,0.0,180.0,0.0,0.0,24.10559999999998,90.0
1827,RegionD,44.064,378.496,422.56,540.8768,0.0,180.0,0.0,0.0,540.8768,0.0,180.0,1.4732000000000198,0.0,0.0,90.0
1828,RegionD,53.158,385.462,438.62,561.4336000000001,0.0,180.0,0.0,0.0,561.4336000000001,0.0,180.0,58.56639999999993,0.0,0.0,90.0
1829,RegionD,95.64,350.11,445.75,570.5600000000001,0.0,180.0,0.0,0.0,570.5600000000001,-0.0,180.0,127.08999999999992,0.0,0.0,90.0
1830,RegionD,104.788,398.002,502.79,643.5712000000001,0.0,180.0,0.0,0.0,643.5712000000001,-0.0,180.0,126.42879999999991,0.0,0.0,90.0
1831,RegionD,93.0203333333,365.669667,458.6900003333,587.1232004266241,0.0,180.0,0.0,0.0,587.1232004266241,0.0,180.0,245.00679957337593,0.0,0.0,90.0
1832,RegionD,143.8933333333,289.836667,433.7300003333,555.174400426624,0.0,180.0,0.0,0.0,555.174400426624,0.0,180.0,324.635599573376,0.0,0.0,90.0
1833,RegionD,117.0373333333,334.782667,451.8200003333,578.329600426624,0.0,180.0,0.0,0.0,578.329600426624,0.0,180.0,331.450399573376,0.0,0.0,90.0
1834,RegionD,85.7526666667,316.957333,402.7099996667,515.468799573376,0.0,180.0,0.0,0.0,515.468799573376,0.0,180.0,404.53120042662397,0.0,0.0,90.0
1835,RegionD,78.5476666667,298.562333,377.1099996667,482.700799573376,0.0,180.0,0.0,0.0,482.700799573376,0.0,180.0,427.07920042662397,0.0,0.0,90.0
1836,RegionD,78.51,284.16,362.67,464.2176,0.0,180.0,0.0,0.0,464.2176,0.0,180.0,415.59239999999994,0.0,0.0,90.0
1837,RegionD,63.4143333333,277.937667,341.3520003333,436.930560426624,0.0,180.0,0.0,0.0,436.930560426624,0.0,180.0,395.19943957337597,0.0,0.0,90.0
1838,RegionD,75.0803333333,235.079667,310.1600003333,397.004800426624,0.0,180.0,0.0,0.0,397.004800426624,0.0,180.0,372.995199573376,0.0,0.0,90.0
1839,RegionD,69.8173333333,196.076667,265.89400033329997,340.344320426624,0.0,180.0,0.0,0.0,340.344320426624,0.0,180.0,357.305679573376,0.0,0.0,90.0
1840,RegionD,45.5343333333,229.295667,274.8300003333,351.782400426624,0.0,180.0,0.0,0.0,351.782400426624,-0.0,180.0,268.217599573376,0.0,0.0,90.0
1841,RegionD,68.6386666667,185.641333,254.2799996667,325.478399573376,0.0,180.0,0.0,0.0,325.478399573376,216.871600426624,180.0,0.0,216.871600426624,0.0,293.8593044010265
1842,RegionD,69.9783333333,165.881667,235.86000033329998,301.90080042662396,0.0,180.0,0.0,0.0,301.90080042662396,138.32912053677396,180.0,29.770079036602088,138.32912053677396,0.0,423.88867770559403
1843,RegionD,66.2263333333,204.063667,270.2900003333,345.97120042662397,0.0,180.0,0.0,0.0,345.97120042662397,61.89879957337604,180.0,-0.0,61.89879957337604,0.0,482.0735493045675
1844,RegionD,96.8263333333,148.053667,244.8800003333,313.446400426624,0.0,180.0,0.0,0.0,313.446400426624,-2.6394662592020446e-14,180.0,46.74359957337609,-2.6394662592020446e-14,0.0,482.0735493045675
1845,RegionD,167.9846666667,94.345333,262.3299996667,335.78239957337604,0.0,180.0,0.0,0.0,330.22,0.0,180.0,0.0,0.0,5.5623995733760125,476.09247449448577
1846,RegionD,182.6033333333,109.756667,292.3600003333,374.22080042662395,0.0,180.0,0.0,0.0,320.0,0.0,180.0,0.0,0.0,54.22080042662395,417.79053855187937
1847,RegionD,156.976,145.674,302.65,387.392,0.0,180.0,0.0,0.0,330.22,0.0,180.0,0.0,0.0,57.17199999999997,356.3152697346751
1848,RegionD,96.2773333333,269.552667,365.8300003333,468.262400426624,0.0,180.0,0.0,0.0,360.19000000000005,0.0,180.0,0.0,0.0,108.07240042662397,240.10838755550955
1849,RegionD,124.7613333333,242.028667,366.7900003333,469.491200426624,0.0,180.0,0.0,0.0,407.87,0.0,180.0,0.0,0.0,61.621200426624,173.8490322580644
1850,RegionD,89.2063333333,322.843667,412.0500003333,527.4240004266239,0.0,180.0,0.0,0.0,470.0,0.0,180.0,0.0,0.0,57.424000426623934,112.1027952401892
1851,RegionD,85.3826666667,354.387333,439.7699996667,562.905599573376,0.0,180.0,0.0,0.0,542.35,0.0,180.0,0.0,0.0,20.555599573375957,90.0
1852,RegionD,54.948,412.762,467.71,598.6688,0.0,180.0,0.0,0.0,598.6688,0.0,180.0,21.331199999999967,0.0,0.0,90.0
1853,RegionD,67.3213333333,399.418667,466.74000033330003,597.427200426624,0.0,180.0,0.0,0.0,597.427200426624,0.0,180.0,100.22279957337594,0.0,0.0,90.0
1854,RegionD,66.8936666667,421.716333,488.6099996667,625.420799573376,0.0,180.0,0.0,0.0,625.420799573376,0.0,180.0,144.57920042662397,0.0,0.0,90.0
1855,RegionD,50.121,410.379,460.5,589.44,0.0,180.0,0.0,0.0,589.44,-0.0,180.0,242.68999999999994,0.0,0.0,90.0
1856,RegionD,42.82,429.03,471.84999999999997,603.968,0.0,180.0,0.0,0.0,603.968,0.0,180.0,275.842,0.0,0.0,90.0
1857,RegionD,51.8456666667,360.514333,412.3599996667,527.820799573376,0.0,180.0,0.0,0.0,527.820799573376,0.0,180.0,381.95920042662397,0.0,0.0,90.0
1858,RegionD,68.6733333333,352.836667,421.51000033329996,539.5328004266239,0.0,180.0,0.0,0.0,539.5328004266239,0.0,180.0,380.4671995733761,0.0,0.0,90.0
1859,RegionD,74.116,305.554,379.66999999999996,485.97759999999994,0.0,180.0,0.0,0.0,485.97759999999994,0.0,180.0,423.80240000000003,0.0,0.0,90.0
1860,RegionD,65.8333333333,273.326667,339.1600003333,434.124800426624,0.0,180.0,0.0,0.0,434.124800426624,0.0,180.0,445.68519957337594,0.0,0.0,90.0
1861,RegionD,88.6233333333,235.446667,324.07000033329996,414.80960042662394,0.0,180.0,0.0,0.0,414.80960042662394,0.0,180.0,417.32039957337605,0.0,0.0,90.0
1862,RegionD,82.1476666667,225.554333,307.70199966670003,393.85855957337606,0.0,180.0,0.0,0.0,393.85855957337606,0.0,180.0,376.14144042662394,0.0,0.0,90.0
1863,RegionD,68.948,222.449,291.397,372.98816,0.0,180.0,0.0,0.0,372.98816,0.0,180.0,324.66184,0.0,0.0,90.0
1864,RegionD,61.2293333333,195.230667,256.4600003333,328.268800426624,0.0,180.0,0.0,0.0,328.268800426624,0.0,180.0,291.731199573376,0.0,0.0,90.0
1865,RegionD,55.7136666667,187.096333,242.80999966669998,310.796799573376,0.0,180.0,0.0,0.0,310.796799573376,192.82000771811153,180.0,38.73319270851249,192.82000771811153,0.0,271.2508072550248
1866,RegionD,88.78,156.43,245.21,313.8688,0.0,180.0,0.0,0.0,313.8688,156.13119999999998,180.0,0.0,156.13119999999998,0.0,418.0141352550248
1867,RegionD,96.0666666667,150.123333,246.1899996667,315.123199573376,0.0,180.0,0.0,0.0,315.123199573376,92.74680042662402,180.0,0.0,92.74680042662402,0.0,505.1961276560514
1868,RegionD,86.407,152.173,238.57999999999998,305.38239999999996,0.0,180.0,0.0,0.0,305.38239999999996,-0.0,180.0,54.80760000000009,0.0,0.0,505.1961276560514
1869,RegionD,111.393,162.557,273.95,350.656,0.0,180.0,0.0,0.0,330.22,0.0,180.0,0.0,0.0,20.43599999999998,483.2219341076643
1870,RegionD,115.1526666667,173.257333,288.4099996667,369.164799573376,0.0,180.0,0.0,0.0,320.0,0.0,180.0,0.0,0.0,49.164799573376,430.35655822231377
1871,RegionD,80.249,258.031,338.28,432.99839999999995,0.0,180.0,0.0,0.0,330.22,0.0,180.0,0.0,0.0,102.77839999999992,319.84214962016335
1872,RegionD,25.8326666667,329.687333,355.5199996667,455.065599573376,0.0,180.0,0.0,0.0,360.19000000000005,0.0,180.0,0.0,0.0,94.87559957337595,217.8253758853505
1873,RegionD,25.5003333333,338.939667,364.44000033329996,466.48320042662397,0.0,180.0,0.0,0.0,407.87,0.0,180.0,0.0,0.0,58.61320042662396,154.80042919005592
1874,RegionD,49.3746666667,364.015333,413.3899996667,529.139199573376,0.0,180.0,0.0,0.0,470.0,0.0,180.0,0.0,0.0,59.139199573376004,91.20989201438279
1875,RegionD,90.4326666667,334.157333,424.5899996667,543.475199573376,0.0,180.0,0.0,0.0,542.35,0.0,180.0,0.0,0.0,1.125199573375994,90.0
1876,RegionD,113.0506666667,357.529333,470.5799996667,602.342399573376,0.0,180.0,0.0,0.0,602.342399573376,-0.0,180.0,17.657600426623958,0.0,0.0,90.0
1877,RegionD,110.6813333333,386.588667,497.2700003333,636.505600426624,0.0,180.0,0.0,0.0,636.505600426624,-0.0,180.0,61.14439957337595,0.0,0.0,90.0
1878,RegionD,129.4173333333,331.672667,461.0900003333,590.195200426624,0.0,180.0,0.0,0.0,590.195200426624,-0.0,180.0,179.80479957337604,0.0,0.0,90.0
1879,RegionD,115.2293333333,328.800667,444.0300003333,568.358400426624,0.0,180.0,0.0,0.0,568.358400426624,0.0,180.0,263.77159957337597,0.0,0.0,90.0
1880,RegionD,113.5293333333,327.390667,440.9200003333,564.377600426624,0.0,180.0,0.0,0.0,564.377600426624,0.0,180.0,315.43239957337596,0.0,0.0,90.0
1881,RegionD,69.8746666667,371.905333,441.77999966669995,565.4783995733759,0.0,180.0,0.0,0.0,565.4783995733759,0.0,180.0,344.3016004266241,0.0,0.0,90.0
1882,RegionD,71.9146666667,350.065333,421.9799996667,540.134399573376,0.0,180.0,0.0,0.0,540.134399573376,0.0,180.0,379.86560042662404,0.0,0.0,90.0
1883,RegionD,88.131,287.349,375.48,480.61440000000005,0.0,180.0,0.0,0.0,480.61440000000005,0.0,180.0,429.1655999999999,0.0,0.0,90.0
1884,RegionD,75.56,284.35,359.91,460.68480000000005,0.0,180.0,0.0,0.0,460.68480000000005,0.0,180.0,419.1251999999999,0.0,0.0,90.0
1885,RegionD,89.509,242.851,332.36,425.42080000000004,0.0,180.0,0.0,0.0,425.42080000000004,0.0,180.0,406.70919999999995,0.0,0.0,90.0
1886,RegionD,80.511,253.069,333.58,426.9824,0.0,180.0,0.0,0.0,426.9824,-0.0,180.0,343.0176,0.0,0.0,90.0
1887,RegionD,79.9606666667,210.036333,289.99699966670005,371.19615957337606,0.0,180.0,0.0,0.0,371.19615957337606,1.3606137493278515e-13,180.0,326.4538404266238,1.3606137493278515e-13,0.0,90.00000000000013
1888,RegionD,95.175,157.085,252.26,322.8928,0.0,180.0,0.0,0.0,322.8928,0.0,180.0,297.1072,0.0,-0.0,90.0
1889,RegionD,119.7053333333,121.664667,241.3700003333,308.953600426624,0.0,180.0,0.0,0.0,308.953600426624,189.37375044564033,180.0,44.02264912773569,189.37375044564033,0.0,268.0113254189019
1890,RegionD,87.5383333333,130.301667,217.8400003333,278.835200426624,0.0,180.0,0.0,0.0,278.835200426624,191.164799573376,180.0,0.0,191.164799573376,0.0,447.7062370178753
1891,RegionD,50.7193333333,192.870667,243.5900003333,311.795200426624,0.0,180.0,0.0,0.0,311.795200426624,0.0,180.0,96.07479957337603,0.0,0.0,447.7062370178753
1892,RegionD,47.084,204.056,251.14000000000001,321.4592,0.0,180.0,0.0,0.0,321.4592,-0.0,180.0,38.730800000000045,0.0,0.0,447.7062370178753
1893,RegionD,48.3126666667,213.787333,262.0999996667,335.487999573376,0.0,180.0,0.0,0.0,330.22,0.0,180.0,0.0,0.0,5.26799957337596,442.0417213475786
1894,RegionD,45.7,225.98,271.68,347.7504,0.0,180.0,0.0,0.0,320.0,0.0,180.0,0.0,0.0,27.750400000000013,412.2025815626323
1895,RegionD,23.532,279.498,303.03,387.8784,0.0,180.0,0.0,0.0,330.22,0.0,180.0,0.0,0.0,57.65839999999997,350.2043019927399
1896,RegionD,69.1383333333,291.911667,361.05000033330003,462.1440004266241,0.0,180.0,0.0,0.0,360.19000000000005,0.0,180.0,0.0,0.0,101.95400042662402,240.57634454475706
1897,RegionD,77.1493333333,295.750667,372.9000003333,477.312000426624,0.0,180.0,0.0,0.0,407.87,0.0,180.0,0.0,0.0,69.44200042662402,165.9075268817205
1898,RegionD,94.3166666667,312.023333,406.3399996667,520.115199573376,0.0,180.0,0.0,0.0,470.0,0.0,180.0,0.0,0.0,50.115199573376,112.02021551249898
1899,RegionD,83.1913333333,356.518667,439.7100003333,562.8288004266241,0.0,180.0,0.0,0.0,542.35,0.0,180.0,0.0,0.0,20.478800426624048,90.0
1900,RegionD,121.2586666667,315.031333,436.2899996667,558.451199573376,0.0,180.0,0.0,0.0,558.451199573376,-0.0,180.0,61.548800426623984,0.0,0.0,90.0
1901,RegionD,102.8686666667,357.441333,460.3099996667,589.196799573376,0.0,180.0,0.0,0.0,589.196799573376,-0.0,180.0,108.453200426624,0.0,0.0,90.0
1902,RegionD,73.3133333333,407.986667,481.3000003333,616.064000426624,0.0,180.0,0.0,0.0,616.064000426624,-0.0,180.0,153.93599957337597,0.0,0.0,90.0
1903,RegionD,55.3616666667,392.648333,448.00999966669997,573.452799573376,0.0,180.0,0.0,0.0,573.452799573376,-0.0,180.0,258.67720042662404,0.0,0.0,90.0
1904,RegionD,67.94,386.06,454.0,581.12,0.0,180.0,0.0,0.0,581.12,0.0,180.0,298.68999999999994,0.0,0.0,90.0
1905,RegionD,98.888,353.712,452.6,579.3280000000001,0.0,180.0,0.0,0.0,579.3280000000001,0.0,180.0,330.4519999999999,0.0,0.0,90.0
1906,RegionD,86.8573333333,349.362667,436.2200003333,558.361600426624,0.0,180.0,0.0,0.0,558.361600426624,0.0,180.0,361.638399573376,0.0,0.0,90.0
1907,RegionD,56.5346666667,331.555333,388.0899996667,496.75519957337605,0.0,180.0,0.0,0.0,496.75519957337605,0.0,180.0,413.0248004266239,0.0,0.0,90.0
1908,RegionD,43.1386666667,312.801333,355.9399996667,455.603199573376,0.0,180.0,0.0,0.0,455.603199573376,0.0,180.0,424.20680042662394,0.0,0.0,90.0
1909,RegionD,58.764,274.874,333.63800000000003,427.0566400000001,0.0,180.0,0.0,0.0,427.0566400000001,0.0,180.0,405.0733599999999,0.0,0.0,90.0
1910,RegionD,71.1216666667,235.447333,306.5689996667,392.408319573376,0.0,180.0,0.0,0.0,392.408319573376,0.0,180.0,377.591680426624,0.0,0.0,90.0
1911,RegionD,64.8536666667,222.846333,287.69999966669997,368.25599957337596,0.0,180.0,0.0,0.0,368.25599957337596,-0.0,180.0,329.394000426624,0.0,0.0,90.0
1912,RegionD,61.651,217.539,279.19,357.3632,0.0,180.0,0.0,0.0,357.3632,0.0,180.0,262.6368,0.0,0.0,90.0
1913,RegionD,36.932,179.018,215.95,276.416,0.0,180.0,0.0,0.0,276.416,149.78035314539753,180.0,116.1536468546025,149.78035314539753,0.0,230.79353195667366
1914,RegionD,70.2783333333,159.351667,229.6300003333,293.926400426624,0.0,180.0,0.0,0.0,293.926400426624,176.073599573376,180.0,0.0,176.073599573376,0.0,396.30271555564707
1915,RegionD,59.83,167.24,227.07,290.6496,0.0,180.0,0.0,0.0,290.6496,117.22039999999998,180.0,0.0,117.22039999999998,0.0,506.48989155564703
1916,RegionD,50.732,194.818,245.55,314.30400000000003,0.0,180.0,0.0,0.0,314.30400000000003,-2.628894296893031e-14,180.0,45.88600000000005,-2.628894296893031e-14,0.0,506.48989155564703
1917,RegionD,57.489,224.301,281.78999999999996,360.6912,0.0,180.0,0.0,0.0,330.22,0.0,180.0,0.0,0.0,30.471199999999953,473.7251603728514
1918,RegionD,85.8,210.13,295.93,378.79040000000003,0.0,180.0,0.0,0.0,320.0,0.0,180.0,0.0,0.0,58.790400000000034,410.50967650188363
1919,RegionD,104.396,204.934,309.33,395.94239999999996,0.0,180.0,0.0,0.0,330.22,0.0,180.0,0.0,0.0,65.72239999999994,339.8404291900558
1920,RegionD,118.776,226.064,344.84,441.3952,0.0,180.0,0.0,0.0,360.19000000000005,0.0,180.0,0.0,0.0,81.20519999999993,252.52300983521715
1921,RegionD,129.5386666667,257.271333,386.80999966670004,495.11679957337606,0.0,180.0,0.0,0.0,407.87,0.0,180.0,0.0,0.0,87.24679957337605,158.70924685309237
1922,RegionD,126.321,281.099,407.41999999999996,521.4975999999999,0.0,180.0,0.0,0.0,470.0,0.0,180.0,0.0,0.0,51.49759999999992,103.33548341223224
1923,RegionD,107.3266666667,326.073333,433.3999996667,554.751999573376,0.0,180.0,0.0,0.0,542.35,0.0,180.0,0.0,0.0,12.401999573375974,90.0
1924,RegionD,120.66,322.53,443.18999999999994,567.2832,0.0,180.0,0.0,0.0,567.2832,-0.0,180.0,52.716800000000035,0.0,0.0,90.0
1925,RegionD,104.1766666667,369.793333,473.9699996667,606.681599573376,0.0,180.0,0.0,0.0,606.681599573376,-0.0,180.0,90.96840042662393,0.0,0.0,90.0
1926,RegionD,156.14,314.69,470.83,602.6624,0.0,180.0,0.0,0.0,602.6624,0.0,180.0,167.33759999999995,0.0,0.0,90.0
1927,RegionD,182.0213333333,288.798667,470.8200003333,602.649600426624,0.0,180.0,0.0,0.0,602.649600426624,0.0,180.0,229.48039957337596,0.0,0.0,90.0
1928,RegionD,147.5346666667,312.865333,460.3999996667,589.311999573376,0.0,180.0,0.0,0.0,589.311999573376,0.0,180.0,290.4980004266239,0.0,0.0,90.0
1929,RegionD,104.753,330.597,435.34999999999997,557.2479999999999,0.0,180.0,0.0,0.0,557.2479999999999,0.0,180.0,352.53200000000004,0.0,0.0,90.0
1930,RegionD,81.3413333333,299.098667,380.44000033329996,486.963200426624,0.0,180.0,0.0,0.0,486.963200426624,0.0,180.0,433.036799573376,0.0,0.0,90.0
1931,RegionD,88.2056666667,277.824333,366.0299996667,468.51839957337603,0.0,180.0,0.0,0.0,468.51839957337603,0.0,180.0,441.26160042662394,0.0,0.0,90.0
1932,RegionD,109.4256666667,225.174333,334.5999996667,428.287999573376,0.0,180.0,0.0,0.0,428.287999573376,0.0,180.0,451.52200042662395,0.0,-0.0,90.0
1933,RegionD,141.6226666667,201.707333,343.3299996667,439.46239957337605,0.0,180.0,0.0,0.0,439.46239957337605,0.0,180.0,392.66760042662395,0.0,0.0,90.0
1934,RegionD,104.5933333333,210.133667,314.7270003333,402.850560426624,0.0,180.0,0.0,0.0,402.850560426624,-0.0,180.0,367.149439573376,0.0,0.0,90.0
1935,RegionD,105.9363333333,174.676667,280.6130003333,359.184640426624,0.0,180.0,0.0,0.0,359.184640426624,-0.0,180.0,338.46535957337596,0.0,0.0,90.0
1936,RegionD,102.232,160.718,262.95,336.57599999999996,0.0,180.0,0.0,0.0,336.57599999999996,-2.705152933465412e-13,180.0,283.4240000000003,-2.705152933465412e-13,0.0,89.99999999999974
1937,RegionD,136.7226666667,103.637333,240.3599996667,307.660799573376,0.0,180.0,0.0,0.0,307.660799573376,174.00296865720458,180.0,60.686231769419464,174.00296865720458,0.0,253.56279053777203
1938,RegionD,104.804,114.926,219.73000000000002,281.25440000000003,0.0,180.0,0.0,0.0,281.25440000000003,188.74559999999997,180.0,-0.0,188.74559999999997,0.0,430.983654537772
1939,RegionD,107.664,166.736,274.4,351.23199999999997,0.0,180.0,0.0,0.0,351.23199999999997,-0.0,180.0,56.638000000000034,0.0,0.0,430.983654537772
1940,RegionD,90.404,136.726,227.13,290.7264,0.0,180.0,0.0,0.0,290.7264,0.0,180.0,69.46360000000006,0.0,-0.0,430.983654537772
1941,RegionD,66.9653333333,199.244667,266.2100003333,340.74880042662403,0.0,180.0,0.0,0.0,330.22,0.0,180.0,0.0,0.0,10.528800426624002,419.6623637564559
1942,RegionD,89.4236666667,205.146333,294.5699996667,377.04959957337604,0.0,180.0,0.0,0.0,320.0,0.0,180.0,0.0,0.0,57.04959957337604,358.31870830121284
1943,RegionD,80.257,205.513,285.77,365.7856,0.0,180.0,0.0,0.0,330.22,0.0,180.0,0.0,0.0,35.56559999999996,320.0761276560516
1944,RegionD,109.656,244.014,353.67,452.6976,0.0,180.0,0.0,0.0,360.19000000000005,0.0,180.0,0.0,0.0,92.50759999999997,220.60559002164305
1945,RegionD,77.8656666667,304.724333,382.5899996667,489.715199573376,0.0,180.0,0.0,0.0,407.87,0.0,180.0,0.0,0.0,81.84519957337602,132.59999908252905
1946,RegionD,59.3676666667,336.102333,395.4699996667,506.20159957337603,0.0,180.0,0.0,0.0,470.0,0.0,180.0,0.0,0.0,36.20159957337603,93.67354792836129
1947,RegionD,44.7656666667,381.614333,426.3799996667,545.766399573376,0.0,180.0,0.0,0.0,542.35,0.0,180.0,0.0,0.0,3.4163995733759975,90.0
1948,RegionD,75.6343333333,362.835667,438.4700003333,561.241600426624,0.0,180.0,0.0,0.0,561.241600426624,-0.0,180.0,58.75839957337598,0.0,0.0,90.0
1949,RegionD,64.31,418.72,483.03000000000003,618.2784,0.0,180.0,0.0,0.0,618.2784,0.0,180.0,79.37159999999994,0.0,0.0,90.0
1950,RegionD,96.62,381.98,478.6,612.6080000000001,0.0,180.0,0.0,0.0,612.6080000000001,-0.0,180.0,157.39199999999994,0.0,0.0,90.0
1951,RegionD,112.2276666667,350.942333,463.16999966670005,592.8575995733761,0.0,180.0,0.0,0.0,592.8575995733761,-0.0,180.0,239.2724004266239,0.0,0.0,90.0
1952,RegionD,100.8383333333,369.491667,470.3300003333,602.022400426624,0.0,180.0,0.0,0.0,602.022400426624,0.0,180.0,277.7875995733759,0.0,0.0,90.0
1953,RegionD,113.255,337.745,451.0,577.28,0.0,180.0,0.0,0.0,577.28,0.0,180.0,332.5,0.0,0.0,90.0
1954,RegionD,136.2416666667,263.068333,399.30999966670004,511.11679957337606,0.0,180.0,0.0,0.0,511.11679957337606,0.0,180.0,408.88320042662394,0.0,0.0,90.0
1955,RegionD,135.6166666667,245.173333,380.78999966670006,487.41119957337605,0.0,180.0,0.0,0.0,487.41119957337605,0.0,180.0,422.3688004266239,0.0,0.0,90.0
1956,RegionD,156.0213333333,193.890667,349.9120003333,447.887360426624,0.0,180.0,0.0,0.0,447.887360426624,0.0,180.0,431.92263957337593,0.0,0.0,90.0
